HourUTC;HourDK;PriceArea;SpotPriceDKK;SpotPriceEUR
2024-04-10 09:00;2024-04-10 11:00;DK1;239,130005;32,060001
2024-04-10 08:00;2024-04-10 10:00;DK1;309,390015;41,480000
2024-04-10 07:00;2024-04-10 09:00;DK1;309,390015;41,480000
2024-04-10 06:00;2024-04-10 08:00;DK1;311,700012;41,790001
2024-04-10 05:00;2024-04-10 07:00;DK1;302,299988;40,529999
2024-04-10 04:00;2024-04-10 06:00;DK1;261,130005;35,009998
2024-04-10 03:00;2024-04-10 05:00;DK1;261,059998;35,000000
2024-04-10 02:00;2024-04-10 04:00;DK1;184,229996;24,700001
2024-04-10 01:00;2024-04-10 03:00;DK1;67,050003;8,990000
2024-04-10 00:00;2024-04-10 02:00;DK1;37,290001;5,000000
2024-04-09 23:00;2024-04-10 01:00;DK1;38,040001;5,100000
2024-04-09 22:00;2024-04-10 00:00;DK1;96,220001;12,900000
2024-04-09 21:00;2024-04-09 23:00;DK1;257,619995;34,540001
2024-04-09 20:00;2024-04-09 22:00;DK1;335,640015;45,000000
2024-04-09 19:00;2024-04-09 21:00;DK1;359,649994;48,220001
2024-04-09 18:00;2024-04-09 20:00;DK1;378,970001;50,810001
2024-04-09 17:00;2024-04-09 19:00;DK1;375,089996;50,290001
2024-04-09 16:00;2024-04-09 18:00;DK1;390,899994;52,410000
2024-04-09 15:00;2024-04-09 17:00;DK1;372,179993;49,900002
2024-04-09 14:00;2024-04-09 16:00;DK1;285,440002;38,270000
2024-04-09 13:00;2024-04-09 15:00;DK1;216,600006;29,040001
2024-04-09 12:00;2024-04-09 14:00;DK1;78,309998;10,500000
2024-04-09 11:00;2024-04-09 13:00;DK1;75,260002;10,090000
2024-04-09 10:00;2024-04-09 12:00;DK1;268,880005;36,049999
2024-04-09 09:00;2024-04-09 11:00;DK1;328,029999;43,980000
2024-04-09 08:00;2024-04-09 10:00;DK1;384,559998;51,560001
2024-04-09 07:00;2024-04-09 09:00;DK1;509,420013;68,300003
2024-04-09 06:00;2024-04-09 08:00;DK1;595,039978;79,779999
2024-04-09 05:00;2024-04-09 07:00;DK1;670,900024;89,949997
2024-04-09 04:00;2024-04-09 06:00;DK1;575,799988;77,199997
2024-04-09 03:00;2024-04-09 05:00;DK1;488,390015;65,480003
2024-04-09 02:00;2024-04-09 04:00;DK1;453,779999;60,840000
2024-04-09 01:00;2024-04-09 03:00;DK1;440,200012;59,020000
2024-04-09 00:00;2024-04-09 02:00;DK1;482,790009;64,730003
2024-04-08 23:00;2024-04-09 01:00;DK1;517,549988;69,389999
2024-04-08 22:00;2024-04-09 00:00;DK1;583,330017;78,209999
2024-04-08 21:00;2024-04-08 23:00;DK1;523,520020;70,190002
2024-04-08 20:00;2024-04-08 22:00;DK1;574,309998;77,000000
2024-04-08 19:00;2024-04-08 21:00;DK1;632,859985;84,849998
2024-04-08 18:00;2024-04-08 20:00;DK1;930,830017;124,800003
2024-04-08 17:00;2024-04-08 19:00;DK1;1024,069946;137,300003
2024-04-08 16:00;2024-04-08 18:00;DK1;782,409973;104,900002
2024-04-08 15:00;2024-04-08 17:00;DK1;559,469971;75,010002
2024-04-08 14:00;2024-04-08 16:00;DK1;522,099976;70,000000
2024-04-08 13:00;2024-04-08 15:00;DK1;395,679993;53,049999
2024-04-08 12:00;2024-04-08 14:00;DK1;431,779999;57,889999
2024-04-08 11:00;2024-04-08 13:00;DK1;421,859985;56,560001
2024-04-08 10:00;2024-04-08 12:00;DK1;397,100006;53,240002
2024-04-08 09:00;2024-04-08 11:00;DK1;399,480011;53,560001
2024-04-08 08:00;2024-04-08 10:00;DK1;402,910004;54,020000
2024-04-08 07:00;2024-04-08 09:00;DK1;603,250000;80,879997
2024-04-08 06:00;2024-04-08 08:00;DK1;432,600006;58,000000
2024-04-08 05:00;2024-04-08 07:00;DK1;396,500000;53,160000
2024-04-08 04:00;2024-04-08 06:00;DK1;376,730011;50,509998
2024-04-08 03:00;2024-04-08 05:00;DK1;334,589996;44,860001
2024-04-08 02:00;2024-04-08 04:00;DK1;328,480011;44,040001
2024-04-08 01:00;2024-04-08 03:00;DK1;312,290009;41,869999
2024-04-08 00:00;2024-04-08 02:00;DK1;292,079987;39,160000
2024-04-07 23:00;2024-04-08 01:00;DK1;295,140015;39,570000
2024-04-07 22:00;2024-04-08 00:00;DK1;308,339996;41,340000
2024-04-07 21:00;2024-04-07 23:00;DK1;318,859985;42,750000
2024-04-07 20:00;2024-04-07 22:00;DK1;340,779999;45,689999
2024-04-07 19:00;2024-04-07 21:00;DK1;359,579987;48,209999
2024-04-07 18:00;2024-04-07 20:00;DK1;356,450012;47,790001
2024-04-07 17:00;2024-04-07 19:00;DK1;343,989990;46,119999
2024-04-07 16:00;2024-04-07 18:00;DK1;288,799988;38,720001
2024-04-07 15:00;2024-04-07 17:00;DK1;31,920000;4,280000
2024-04-07 14:00;2024-04-07 16:00;DK1;-1,190000;-0,160000
2024-04-07 13:00;2024-04-07 15:00;DK1;-37,590000;-5,040000
2024-04-07 12:00;2024-04-07 14:00;DK1;-74,589996;-10,000000
2024-04-07 11:00;2024-04-07 13:00;DK1;-48,849998;-6,550000
2024-04-07 10:00;2024-04-07 12:00;DK1;-30,580000;-4,100000
2024-04-07 09:00;2024-04-07 11:00;DK1;-22,450001;-3,010000
2024-04-07 08:00;2024-04-07 10:00;DK1;-1,190000;-0,160000
2024-04-07 07:00;2024-04-07 09:00;DK1;-0,070000;-0,010000
2024-04-07 06:00;2024-04-07 08:00;DK1;0,000000;0,000000
2024-04-07 05:00;2024-04-07 07:00;DK1;0,000000;0,000000
2024-04-07 04:00;2024-04-07 06:00;DK1;0,000000;0,000000
2024-04-07 03:00;2024-04-07 05:00;DK1;0,000000;0,000000
2024-04-07 02:00;2024-04-07 04:00;DK1;0,000000;0,000000
2024-04-07 01:00;2024-04-07 03:00;DK1;0,000000;0,000000
2024-04-07 00:00;2024-04-07 02:00;DK1;0,000000;0,000000
2024-04-06 23:00;2024-04-07 01:00;DK1;0,670000;0,090000
2024-04-06 22:00;2024-04-07 00:00;DK1;81,820000;10,970000
2024-04-06 21:00;2024-04-06 23:00;DK1;188,410004;25,260000
2024-04-06 20:00;2024-04-06 22:00;DK1;295,739990;39,650002
2024-04-06 19:00;2024-04-06 21:00;DK1;326,029999;43,709999
2024-04-06 18:00;2024-04-06 20:00;DK1;349,670013;46,880001
2024-04-06 17:00;2024-04-06 19:00;DK1;380,100006;50,959999
2024-04-06 16:00;2024-04-06 18:00;DK1;393,079987;52,700001
2024-04-06 15:00;2024-04-06 17:00;DK1;117,919998;15,810000
2024-04-06 14:00;2024-04-06 16:00;DK1;0,750000;0,100000
2024-04-06 13:00;2024-04-06 15:00;DK1;0,450000;0,060000
2024-04-06 12:00;2024-04-06 14:00;DK1;0,300000;0,040000
2024-04-06 11:00;2024-04-06 13:00;DK1;14,920000;2,000000
2024-04-06 10:00;2024-04-06 12:00;DK1;123,070000;16,500000
2024-04-06 09:00;2024-04-06 11:00;DK1;34,310001;4,600000
2024-04-06 08:00;2024-04-06 10:00;DK1;219,440002;29,420000
2024-04-06 07:00;2024-04-06 09:00;DK1;359,890015;48,250000
2024-04-06 06:00;2024-04-06 08:00;DK1;374,660004;50,230000
2024-04-06 05:00;2024-04-06 07:00;DK1;382,339996;51,259998
2024-04-06 04:00;2024-04-06 06:00;DK1;372,500000;49,939999
2024-04-06 03:00;2024-04-06 05:00;DK1;359,890015;48,250000
2024-04-06 02:00;2024-04-06 04:00;DK1;354,369995;47,509998
2024-04-06 01:00;2024-04-06 03:00;DK1;334,679993;44,869999
2024-04-06 00:00;2024-04-06 02:00;DK1;328,190002;44,000000
2024-04-05 23:00;2024-04-06 01:00;DK1;326,549988;43,779999
2024-04-05 22:00;2024-04-06 00:00;DK1;315,579987;42,310001
2024-04-05 21:00;2024-04-05 23:00;DK1;370,100006;49,619999
2024-04-05 20:00;2024-04-05 22:00;DK1;393,299988;52,730000
2024-04-05 19:00;2024-04-05 21:00;DK1;398,299988;53,400002
2024-04-05 18:00;2024-04-05 20:00;DK1;402,170013;53,919998
2024-04-05 17:00;2024-04-05 19:00;DK1;398,299988;53,400002
2024-04-05 16:00;2024-04-05 18:00;DK1;370,320007;49,650002
2024-04-05 15:00;2024-04-05 17:00;DK1;279,399994;37,459999
2024-04-05 14:00;2024-04-05 16:00;DK1;60,340000;8,090000
2024-04-05 13:00;2024-04-05 15:00;DK1;176,699997;23,690001
2024-04-05 12:00;2024-04-05 14:00;DK1;276,489990;37,070000
2024-04-05 11:00;2024-04-05 13:00;DK1;298,570007;40,029999
2024-04-05 10:00;2024-04-05 12:00;DK1;331,390015;44,430000
2024-04-05 09:00;2024-04-05 11:00;DK1;339,670013;45,540001
2024-04-05 08:00;2024-04-05 10:00;DK1;376,660004;50,500000
2024-04-05 07:00;2024-04-05 09:00;DK1;504,130005;67,589996
2024-04-05 06:00;2024-04-05 08:00;DK1;596,700012;80,000000
2024-04-05 05:00;2024-04-05 07:00;DK1;572,750000;76,790001
2024-04-05 04:00;2024-04-05 06:00;DK1;448,720001;60,160000
2024-04-05 03:00;2024-04-05 05:00;DK1;352,720001;47,290001
2024-04-05 02:00;2024-04-05 04:00;DK1;353,320007;47,369999
2024-04-05 01:00;2024-04-05 03:00;DK1;357,350006;47,910000
2024-04-05 00:00;2024-04-05 02:00;DK1;372,559998;49,950001
2024-04-04 23:00;2024-04-05 01:00;DK1;381,890015;51,200001
2024-04-04 22:00;2024-04-05 00:00;DK1;394,190002;52,849998
2024-04-04 21:00;2024-04-04 23:00;DK1;430,109985;57,669998
2024-04-04 20:00;2024-04-04 22:00;DK1;439,440002;58,919998
2024-04-04 19:00;2024-04-04 21:00;DK1;460,390015;61,730000
2024-04-04 18:00;2024-04-04 20:00;DK1;520,580017;69,800003
2024-04-04 17:00;2024-04-04 19:00;DK1;674,820007;90,480003
2024-04-04 16:00;2024-04-04 18:00;DK1;562,049988;75,360001
2024-04-04 15:00;2024-04-04 17:00;DK1;515,210022;69,080002
2024-04-04 14:00;2024-04-04 16:00;DK1;425,709991;57,080002
2024-04-04 13:00;2024-04-04 15:00;DK1;418,929993;56,169998
2024-04-04 12:00;2024-04-04 14:00;DK1;413,850006;55,490002
2024-04-04 11:00;2024-04-04 13:00;DK1;419,299988;56,220001
2024-04-04 10:00;2024-04-04 12:00;DK1;433,170013;58,080002
2024-04-04 09:00;2024-04-04 11:00;DK1;470,309998;63,060001
2024-04-04 08:00;2024-04-04 10:00;DK1;515,880005;69,169998
2024-04-04 07:00;2024-04-04 09:00;DK1;535,419983;71,790001
2024-04-04 06:00;2024-04-04 08:00;DK1;561,830017;75,330002
2024-04-04 05:00;2024-04-04 07:00;DK1;488,290009;65,470001
2024-04-04 04:00;2024-04-04 06:00;DK1;454,200012;60,900002
2024-04-04 03:00;2024-04-04 05:00;DK1;403,339996;54,080002
2024-04-04 02:00;2024-04-04 04:00;DK1;387,380005;51,939999
2024-04-04 01:00;2024-04-04 03:00;DK1;384,619995;51,570000
2024-04-04 00:00;2024-04-04 02:00;DK1;374,179993;50,169998
2024-04-03 23:00;2024-04-04 01:00;DK1;387,899994;52,009998
2024-04-03 22:00;2024-04-04 00:00;DK1;406,619995;54,520000
2024-04-03 21:00;2024-04-03 23:00;DK1;412,640015;55,330002
2024-04-03 20:00;2024-04-03 22:00;DK1;458,579987;61,490002
2024-04-03 19:00;2024-04-03 21:00;DK1;557,169983;74,709999
2024-04-03 18:00;2024-04-03 20:00;DK1;739,359985;99,139999
2024-04-03 17:00;2024-04-03 19:00;DK1;794,919983;106,589996
2024-04-03 16:00;2024-04-03 18:00;DK1;633,909973;85,000000
2024-04-03 15:00;2024-04-03 17:00;DK1;524,359985;70,309998
2024-04-03 14:00;2024-04-03 16:00;DK1;454,700012;60,970001
2024-04-03 13:00;2024-04-03 15:00;DK1;438,290009;58,770000
2024-04-03 12:00;2024-04-03 14:00;DK1;544,710022;73,040001
2024-04-03 11:00;2024-04-03 13:00;DK1;573,349976;76,879997
2024-04-03 10:00;2024-04-03 12:00;DK1;611,760010;82,029999
2024-04-03 09:00;2024-04-03 11:00;DK1;677,239990;90,809998
2024-04-03 08:00;2024-04-03 10:00;DK1;800,590027;107,349998
2024-04-03 07:00;2024-04-03 09:00;DK1;753,080017;100,980003
2024-04-03 06:00;2024-04-03 08:00;DK1;879,489990;117,930000
2024-04-03 05:00;2024-04-03 07:00;DK1;879,489990;117,930000
2024-04-03 04:00;2024-04-03 06:00;DK1;707,820007;94,910004
2024-04-03 03:00;2024-04-03 05:00;DK1;512,570007;68,730003
2024-04-03 02:00;2024-04-03 04:00;DK1;483,929993;64,889999
2024-04-03 01:00;2024-04-03 03:00;DK1;482,220001;64,660004
2024-04-03 00:00;2024-04-03 02:00;DK1;522,419983;70,050003
2024-04-02 23:00;2024-04-03 01:00;DK1;535,090027;71,750000
2024-04-02 22:00;2024-04-03 00:00;DK1;552,840027;74,129997
2024-04-02 21:00;2024-04-02 23:00;DK1;528,669983;70,879997
2024-04-02 20:00;2024-04-02 22:00;DK1;558,359985;74,860001
2024-04-02 19:00;2024-04-02 21:00;DK1;582,750000;78,129997
2024-04-02 18:00;2024-04-02 20:00;DK1;707,679993;94,879997
2024-04-02 17:00;2024-04-02 19:00;DK1;711,489990;95,389999
2024-04-02 16:00;2024-04-02 18:00;DK1;542,250000;72,699997
2024-04-02 15:00;2024-04-02 17:00;DK1;309,239990;41,459999
2024-04-02 14:00;2024-04-02 16:00;DK1;65,860001;8,830000
2024-04-02 13:00;2024-04-02 15:00;DK1;187,210007;25,100000
2024-04-02 12:00;2024-04-02 14:00;DK1;248,970001;33,380001
2024-04-02 11:00;2024-04-02 13:00;DK1;325,420013;43,630001
2024-04-02 10:00;2024-04-02 12:00;DK1;298,869995;40,070000
2024-04-02 09:00;2024-04-02 11:00;DK1;293,130005;39,299999
2024-04-02 08:00;2024-04-02 10:00;DK1;285,589996;38,290001
2024-04-02 07:00;2024-04-02 09:00;DK1;350,410004;46,980000
2024-04-02 06:00;2024-04-02 08:00;DK1;514,130005;68,930000
2024-04-02 05:00;2024-04-02 07:00;DK1;554,630005;74,360001
2024-04-02 04:00;2024-04-02 06:00;DK1;426,790009;57,220001
2024-04-02 03:00;2024-04-02 05:00;DK1;54,220001;7,270000
2024-04-02 02:00;2024-04-02 04:00;DK1;14,470000;1,940000
2024-04-02 01:00;2024-04-02 03:00;DK1;56,240002;7,540000
2024-04-02 00:00;2024-04-02 02:00;DK1;122,769997;16,459999
2024-04-01 23:00;2024-04-02 01:00;DK1;270,970001;36,330002
2024-04-01 22:00;2024-04-02 00:00;DK1;323,410004;43,360001
2024-04-01 21:00;2024-04-01 23:00;DK1;221,000000;29,629999
2024-04-01 20:00;2024-04-01 22:00;DK1;305,809998;41,000000
2024-04-01 19:00;2024-04-01 21:00;DK1;365,399994;48,990002
2024-04-01 18:00;2024-04-01 20:00;DK1;381,290009;51,119999
2024-04-01 17:00;2024-04-01 19:00;DK1;373,529999;50,080002
2024-04-01 16:00;2024-04-01 18:00;DK1;364,429993;48,860001
2024-04-01 15:00;2024-04-01 17:00;DK1;304,089996;40,770000
2024-04-01 14:00;2024-04-01 16:00;DK1;331,170013;44,400002
2024-04-01 13:00;2024-04-01 15:00;DK1;325,799988;43,680000
2024-04-01 12:00;2024-04-01 14:00;DK1;253,740005;34,020000
2024-04-01 11:00;2024-04-01 13:00;DK1;262,470001;35,189999
2024-04-01 10:00;2024-04-01 12:00;DK1;363,609985;48,750000
2024-04-01 09:00;2024-04-01 11:00;DK1;334,000000;44,779999
2024-04-01 08:00;2024-04-01 10:00;DK1;405,450012;54,360001
2024-04-01 07:00;2024-04-01 09:00;DK1;454,160004;60,889999
2024-04-01 06:00;2024-04-01 08:00;DK1;437,899994;58,709999
2024-04-01 05:00;2024-04-01 07:00;DK1;481,010010;64,489998
2024-04-01 04:00;2024-04-01 06:00;DK1;437,899994;58,709999
2024-04-01 03:00;2024-04-01 05:00;DK1;390,459991;52,349998
2024-04-01 02:00;2024-04-01 04:00;DK1;368,459991;49,400002
2024-04-01 01:00;2024-04-01 03:00;DK1;325,049988;43,580002
2024-04-01 00:00;2024-04-01 02:00;DK1;343,549988;46,060001
2024-03-31 23:00;2024-04-01 01:00;DK1;365,329987;48,980000
2024-03-31 22:00;2024-04-01 00:00;DK1;372,559998;49,950001
2024-03-31 21:00;2024-03-31 23:00;DK1;409,480011;54,900002
2024-03-31 20:00;2024-03-31 22:00;DK1;481,160004;64,510002
2024-03-31 19:00;2024-03-31 21:00;DK1;522,109985;70,000000
2024-03-31 18:00;2024-03-31 20:00;DK1;624,440002;83,720001
2024-03-31 17:00;2024-03-31 19:00;DK1;874,830017;117,290001
2024-03-31 16:00;2024-03-31 18:00;DK1;666,210022;89,320000
2024-03-31 15:00;2024-03-31 17:00;DK1;497,790009;66,739998
2024-03-31 14:00;2024-03-31 16:00;DK1;306,329987;41,070000
2024-03-31 13:00;2024-03-31 15:00;DK1;243,149994;32,599998
2024-03-31 12:00;2024-03-31 14:00;DK1;228,830002;30,680000
2024-03-31 11:00;2024-03-31 13:00;DK1;246,880005;33,099998
2024-03-31 10:00;2024-03-31 12:00;DK1;264,489990;35,459999
2024-03-31 09:00;2024-03-31 11:00;DK1;263,809998;35,369999
2024-03-31 08:00;2024-03-31 10:00;DK1;306,029999;41,029999
2024-03-31 07:00;2024-03-31 09:00;DK1;375,320007;50,320000
2024-03-31 06:00;2024-03-31 08:00;DK1;485,040009;65,029999
2024-03-31 05:00;2024-03-31 07:00;DK1;533,369995;71,510002
2024-03-31 04:00;2024-03-31 06:00;DK1;480,790009;64,459999
2024-03-31 03:00;2024-03-31 05:00;DK1;438,119995;58,740002
2024-03-31 02:00;2024-03-31 04:00;DK1;451,100006;60,480000
2024-03-31 01:00;2024-03-31 03:00;DK1;484,670013;64,980003
2024-03-31 00:00;2024-03-31 01:00;DK1;497,570007;66,709999
2024-03-30 23:00;2024-03-31 00:00;DK1;564,619995;75,699997
2024-03-30 22:00;2024-03-30 23:00;DK1;490,329987;65,739998
2024-03-30 21:00;2024-03-30 22:00;DK1;528,299988;70,830002
2024-03-30 20:00;2024-03-30 21:00;DK1;440,290009;59,029999
2024-03-30 19:00;2024-03-30 20:00;DK1;441,700012;59,220001
2024-03-30 18:00;2024-03-30 19:00;DK1;442,380005;59,310001
2024-03-30 17:00;2024-03-30 18:00;DK1;657,190002;88,110001
2024-03-30 16:00;2024-03-30 17:00;DK1;579,909973;77,750000
2024-03-30 15:00;2024-03-30 16:00;DK1;391,730011;52,520000
2024-03-30 14:00;2024-03-30 15:00;DK1;255,089996;34,200001
2024-03-30 13:00;2024-03-30 14:00;DK1;118,370003;15,870000
2024-03-30 12:00;2024-03-30 13:00;DK1;98,080002;13,150000
2024-03-30 11:00;2024-03-30 12:00;DK1;191,990005;25,740000
2024-03-30 10:00;2024-03-30 11:00;DK1;187,059998;25,080000
2024-03-30 09:00;2024-03-30 10:00;DK1;269,040009;36,070000
2024-03-30 08:00;2024-03-30 09:00;DK1;344,440002;46,180000
2024-03-30 07:00;2024-03-30 08:00;DK1;337,359985;45,230000
2024-03-30 06:00;2024-03-30 07:00;DK1;356,450012;47,790001
2024-03-30 05:00;2024-03-30 06:00;DK1;436,859985;58,570000
2024-03-30 04:00;2024-03-30 05:00;DK1;485,190002;65,050003
2024-03-30 03:00;2024-03-30 04:00;DK1;441,779999;59,230000
2024-03-30 02:00;2024-03-30 03:00;DK1;439,690002;58,950001
2024-03-30 01:00;2024-03-30 02:00;DK1;439,170013;58,880001
2024-03-30 00:00;2024-03-30 01:00;DK1;433,799988;58,160000
2024-03-29 23:00;2024-03-30 00:00;DK1;516,890015;69,300003
2024-03-29 22:00;2024-03-29 23:00;DK1;522,109985;70,000000
2024-03-29 21:00;2024-03-29 22:00;DK1;566,039978;75,889999
2024-03-29 20:00;2024-03-29 21:00;DK1;596,169983;79,930000
2024-03-29 19:00;2024-03-29 20:00;DK1;651,890015;87,400002
2024-03-29 18:00;2024-03-29 19:00;DK1;786,520020;105,449997
2024-03-29 17:00;2024-03-29 18:00;DK1;760,559998;101,970001
2024-03-29 16:00;2024-03-29 17:00;DK1;596,169983;79,930000
2024-03-29 15:00;2024-03-29 16:00;DK1;369,209991;49,500000
2024-03-29 14:00;2024-03-29 15:00;DK1;160,960007;21,580000
2024-03-29 13:00;2024-03-29 14:00;DK1;100,239998;13,440000
2024-03-29 12:00;2024-03-29 13:00;DK1;73,540001;9,860000
2024-03-29 11:00;2024-03-29 12:00;DK1;96,959999;13,000000
2024-03-29 10:00;2024-03-29 11:00;DK1;140,449997;18,830000
2024-03-29 09:00;2024-03-29 10:00;DK1;125,900002;16,879999
2024-03-29 08:00;2024-03-29 09:00;DK1;99,050003;13,280000
2024-03-29 07:00;2024-03-29 08:00;DK1;118,889999;15,940000
2024-03-29 06:00;2024-03-29 07:00;DK1;167,000000;22,389999
2024-03-29 05:00;2024-03-29 06:00;DK1;164,240005;22,020000
2024-03-29 04:00;2024-03-29 05:00;DK1;106,809998;14,320000
2024-03-29 03:00;2024-03-29 04:00;DK1;93,910004;12,590000
2024-03-29 02:00;2024-03-29 03:00;DK1;76,379997;10,240000
2024-03-29 01:00;2024-03-29 02:00;DK1;92,709999;12,430000
2024-03-29 00:00;2024-03-29 01:00;DK1;140,449997;18,830000
2024-03-28 23:00;2024-03-29 00:00;DK1;153,649994;20,600000
2024-03-28 22:00;2024-03-28 23:00;DK1;186,470001;25,000000
2024-03-28 21:00;2024-03-28 22:00;DK1;246,520004;33,049999
2024-03-28 20:00;2024-03-28 21:00;DK1;386,589996;51,830002
2024-03-28 19:00;2024-03-28 20:00;DK1;409,049988;54,840000
2024-03-28 18:00;2024-03-28 19:00;DK1;463,720001;62,169998
2024-03-28 17:00;2024-03-28 18:00;DK1;474,980011;63,680000
2024-03-28 16:00;2024-03-28 17:00;DK1;393,230011;52,720001
2024-03-28 15:00;2024-03-28 16:00;DK1;247,410004;33,169998
2024-03-28 14:00;2024-03-28 15:00;DK1;184,009995;24,670000
2024-03-28 13:00;2024-03-28 14:00;DK1;219,809998;29,469999
2024-03-28 12:00;2024-03-28 13:00;DK1;225,929993;30,290001
2024-03-28 11:00;2024-03-28 12:00;DK1;245,470001;32,910000
2024-03-28 10:00;2024-03-28 11:00;DK1;282,100006;37,820000
2024-03-28 09:00;2024-03-28 10:00;DK1;351,089996;47,070000
2024-03-28 08:00;2024-03-28 09:00;DK1;471,700012;63,240002
2024-03-28 07:00;2024-03-28 08:00;DK1;603,570007;80,919998
2024-03-28 06:00;2024-03-28 07:00;DK1;567,250000;76,050003
2024-03-28 05:00;2024-03-28 06:00;DK1;447,609985;60,009998
2024-03-28 04:00;2024-03-28 05:00;DK1;429,040009;57,520000
2024-03-28 03:00;2024-03-28 04:00;DK1;428,140015;57,400002
2024-03-28 02:00;2024-03-28 03:00;DK1;433,359985;58,099998
2024-03-28 01:00;2024-03-28 02:00;DK1;486,619995;65,239998
2024-03-28 00:00;2024-03-28 01:00;DK1;541,520020;72,599998
2024-03-27 23:00;2024-03-28 00:00;DK1;589,919983;79,089996
2024-03-27 22:00;2024-03-27 23:00;DK1;555,450012;74,470001
2024-03-27 21:00;2024-03-27 22:00;DK1;619,229980;83,019997
2024-03-27 20:00;2024-03-27 21:00;DK1;628,400024;84,250000
2024-03-27 19:00;2024-03-27 20:00;DK1;727,969971;97,599998
2024-03-27 18:00;2024-03-27 19:00;DK1;871,780029;116,879997
2024-03-27 17:00;2024-03-27 18:00;DK1;898,179993;120,419998
2024-03-27 16:00;2024-03-27 17:00;DK1;704,409973;94,440002
2024-03-27 15:00;2024-03-27 16:00;DK1;566,869995;76,000000
2024-03-27 14:00;2024-03-27 15:00;DK1;463,929993;62,200001
2024-03-27 13:00;2024-03-27 14:00;DK1;458,339996;61,450001
2024-03-27 12:00;2024-03-27 13:00;DK1;444,089996;59,540001
2024-03-27 11:00;2024-03-27 12:00;DK1;430,070007;57,660000
2024-03-27 10:00;2024-03-27 11:00;DK1;426,119995;57,130001
2024-03-27 09:00;2024-03-27 10:00;DK1;468,859985;62,860001
2024-03-27 08:00;2024-03-27 09:00;DK1;456,920013;61,259998
2024-03-27 07:00;2024-03-27 08:00;DK1;458,709991;61,500000
2024-03-27 06:00;2024-03-27 07:00;DK1;465,200012;62,369999
2024-03-27 05:00;2024-03-27 06:00;DK1;424,329987;56,889999
2024-03-27 04:00;2024-03-27 05:00;DK1;403,820007;54,139999
2024-03-27 03:00;2024-03-27 04:00;DK1;394,940002;52,950001
2024-03-27 02:00;2024-03-27 03:00;DK1;401,730011;53,860001
2024-03-27 01:00;2024-03-27 02:00;DK1;425,899994;57,099998
2024-03-27 00:00;2024-03-27 01:00;DK1;424,480011;56,910000
2024-03-26 23:00;2024-03-27 00:00;DK1;418,359985;56,090000
2024-03-26 22:00;2024-03-26 23:00;DK1;411,480011;55,169998
2024-03-26 21:00;2024-03-26 22:00;DK1;422,519989;56,650002
2024-03-26 20:00;2024-03-26 21:00;DK1;432,670013;58,009998
2024-03-26 19:00;2024-03-26 20:00;DK1;435,279999;58,360001
2024-03-26 18:00;2024-03-26 19:00;DK1;459,739990;61,639999
2024-03-26 17:00;2024-03-26 18:00;DK1;473,089996;63,430000
2024-03-26 16:00;2024-03-26 17:00;DK1;496,660004;66,589996
2024-03-26 15:00;2024-03-26 16:00;DK1;498,970001;66,900002
2024-03-26 14:00;2024-03-26 15:00;DK1;387,320007;51,930000
2024-03-26 13:00;2024-03-26 14:00;DK1;276,709991;37,099998
2024-03-26 12:00;2024-03-26 13:00;DK1;342,640015;45,939999
2024-03-26 11:00;2024-03-26 12:00;DK1;361,510010;48,470001
2024-03-26 10:00;2024-03-26 11:00;DK1;368,079987;49,349998
2024-03-26 09:00;2024-03-26 10:00;DK1;369,190002;49,500000
2024-03-26 08:00;2024-03-26 09:00;DK1;462,420013;62,000000
2024-03-26 07:00;2024-03-26 08:00;DK1;537,750000;72,099998
2024-03-26 06:00;2024-03-26 07:00;DK1;590,710022;79,199997
2024-03-26 05:00;2024-03-26 06:00;DK1;599,510010;80,379997
2024-03-26 04:00;2024-03-26 05:00;DK1;539,099976;72,279999
2024-03-26 03:00;2024-03-26 04:00;DK1;522,609985;70,070000
2024-03-26 02:00;2024-03-26 03:00;DK1;507,029999;67,980003
2024-03-26 01:00;2024-03-26 02:00;DK1;513,960022;68,910004
2024-03-26 00:00;2024-03-26 01:00;DK1;546,710022;73,300003
2024-03-25 23:00;2024-03-26 00:00;DK1;595,929993;79,900002
2024-03-25 22:00;2024-03-25 23:00;DK1;557,440002;74,739998
2024-03-25 21:00;2024-03-25 22:00;DK1;593,390015;79,559998
2024-03-25 20:00;2024-03-25 21:00;DK1;614,489990;82,389999
2024-03-25 19:00;2024-03-25 20:00;DK1;766,200012;102,730003
2024-03-25 18:00;2024-03-25 19:00;DK1;1116,890015;149,750000
2024-03-25 17:00;2024-03-25 18:00;DK1;1302,979980;174,699997
2024-03-25 16:00;2024-03-25 17:00;DK1;834,440002;111,879997
2024-03-25 15:00;2024-03-25 16:00;DK1;604,500000;81,050003
2024-03-25 14:00;2024-03-25 15:00;DK1;551,690002;73,970001
2024-03-25 13:00;2024-03-25 14:00;DK1;481,209991;64,519997
2024-03-25 12:00;2024-03-25 13:00;DK1;471,519989;63,220001
2024-03-25 11:00;2024-03-25 12:00;DK1;461,299988;61,849998
2024-03-25 10:00;2024-03-25 11:00;DK1;474,799988;63,660000
2024-03-25 09:00;2024-03-25 10:00;DK1;522,460022;70,050003
2024-03-25 08:00;2024-03-25 09:00;DK1;577,500000;77,430000
2024-03-25 07:00;2024-03-25 08:00;DK1;743,450012;99,680000
