GasDay;EEXSpotIndexEUR_MWh;EEXWithinDayEUR_MWh;ExchangeRateEUR_DKK;SalesPriceDKK_kWh;PurchasePriceDKK_kWh;NeutralGasPriceDKK_kWh;EEXHighestPricePurchaseDKK_kWh;EEXLowestPriceSaleDKK_kWh;MarginalSalePriceDKK_kWh;MarginalPurchasePriceDKK_kWh;THEPriceDKK_kWh
2023-03-14 00:00;51,913000;47,529000;744,470000;0,355600;0,352100;0,353800;;;0,355600;0,352100;0,370200
2023-03-13 00:00;51,571000;49,144000;744,440000;0,367700;0,364000;0,365800;;0,344300;0,367700;0,344300;0,405700
2023-03-12 00:00;52,067000;51,785000;744,250000;0,387300;0,383500;0,385400;;;0,387300;0,383500;0,412900
2023-03-11 00:00;52,067000;57,296000;744,250000;0,428600;0,424300;0,426400;;;0,428600;0,424300;0,412900
2023-03-10 00:00;43,855000;50,066000;744,250000;0,374500;0,370800;0,372600;0,454000;;0,454000;0,370800;0,343200
2023-03-09 00:00;44,795000;44,588000;744,210000;0,333500;0,330200;0,331800;;;0,333500;0,330200;0,326500
2023-03-08 00:00;45,595000;47,059000;744,120000;0,351900;0,348400;0,350200;;;0,351900;0,348400;0,339400
2023-03-07 00:00;44,884000;43,484000;744,260000;0,325200;0,322000;0,323600;;;0,325200;0,322000;0,327700
2023-03-06 00:00;47,712000;46,118000;744,230000;0,344900;0,341500;0,343200;;;0,344900;0,341500;0,351300
2023-03-05 00:00;47,302000;48,076000;744,120000;0,359500;0,356000;0,357700;;;0,359500;0,356000;0,349300
2023-03-04 00:00;47,302000;48,363000;744,120000;0,361700;0,358100;0,359900;;;0,361700;0,358100;0,349300
2023-03-03 00:00;49,134000;45,984000;744,120000;0,343900;0,340500;0,342200;;;0,343900;0,340500;0,359600
2023-03-02 00:00;49,726000;50,236000;744,170000;0,375700;0,372000;0,373800;;;0,375700;0,372000;0,365300
2023-03-01 00:00;49,448000;50,915000;744,310000;0,380900;0,377100;0,379000;;;0,380900;0,377100;0,359600
2023-02-28 00:00;50,092999;50,669998;744,429993;0,379100;0,375300;0,377200;;;0,379100;0,375300;0,364000
2023-02-27 00:00;53,118000;51,166000;744,260010;0,382700;0,378900;0,380800;;;0,382700;0,378900;0,390100
2023-02-26 00:00;52,603001;52,962002;744,380005;0,396200;0,392300;0,394200;;;0,396200;0,392300;0,386100
2023-02-25 00:00;52,603001;51,455002;744,380005;0,384900;0,381100;0,383000;;;0,384900;0,381100;0,386100
2023-02-24 00:00;51,388000;53,280998;744,380005;0,398600;0,394600;0,396600;;;0,398600;0,394600;0,378200
2023-02-23 00:00;51,393002;50,431999;744,289978;0,377200;0,373500;0,375400;;;0,377200;0,373500;0,375900
2023-02-22 00:00;49,502998;51,063000;744,590027;0,382100;0,378300;0,380200;;;0,382100;0,378300;0,368300
2023-02-21 00:00;51,270000;49,521000;744,559998;0,370600;0,366900;0,368700;;;0,370600;0,366900;0,372200
2023-02-20 00:00;50,171001;51,450001;744,609985;0,385000;0,381200;0,383100;;;0,385000;0,381200;0,367100
2023-02-19 00:00;49,959999;51,012001;744,640015;0,381800;0,378000;0,379900;;;0,381800;0,378000;0,367800
2023-02-18 00:00;49,959999;49,472000;744,640015;0,370200;0,366500;0,368400;;;0,370200;0,366500;0,367800
2023-02-17 00:00;52,993999;49,807999;744,640015;0,372700;0,369000;0,370900;;;0,372700;0,369000;0,387100
2023-02-16 00:00;55,699001;52,542000;744,900024;0,393300;0,389400;0,391400;;;0,393300;0,389400;0,410500
2023-02-15 00:00;54,477001;53,646999;745,150024;0,401700;0,397800;0,399800;;;0,401700;0,397800;0,401400
2023-02-14 00:00;54,018002;53,526001;745,140015;0,400800;0,396800;0,398800;;;0,400800;0,396800;0,394800
2023-02-13 00:00;55,771000;53,450001;744,849976;0,400100;0,396100;0,398100;;;0,400100;0,396100;0,411800
2023-02-12 00:00;55,423000;53,680000;744,450012;0,401600;0,397600;0,399600;;;0,401600;0,397600;0,408300
2023-02-11 00:00;55,423000;54,348000;744,450012;0,406600;0,402600;0,404600;;;0,406600;0,402600;0,408300
2023-02-10 00:00;56,285000;57,396999;744,450012;0,429400;0,425200;0,427300;;;0,429400;0,425200;0,405300
2023-02-09 00:00;56,171001;56,756001;744,190002;0,424500;0,420300;0,422400;;;0,424500;0,420300;0,411100
2023-02-08 00:00;59,398998;54,612000;744,210022;0,408500;0,404400;0,406400;;0,376200;0,408500;0,376200;0,419600
2023-02-07 00:00;60,250999;60,716999;744,150024;0,454100;0,449600;0,451800;0,466400;;0,466400;0,449600;0,444900
2023-02-06 00:00;60,402000;62,122002;744,320007;0,464700;0,460100;0,462400;0,467400;;0,467400;0,460100;0,445800
2023-02-05 00:00;59,985001;65,526001;744,429993;0,490200;0,485400;0,487800;0,496700;;0,496700;0,485400;0,444100
2023-02-04 00:00;59,985001;64,761002;744,429993;0,484500;0,479700;0,482100;0,493700;;0,493700;0,479700;0,444100
2023-02-03 00:00;58,441002;58,188000;744,429993;0,435300;0,431000;0,433200;;;0,435300;0,431000;0,423300
2023-02-02 00:00;61,112999;60,408001;743,929993;0,451600;0,447100;0,449400;0,441700;;0,451600;0,447100;0,449900
2023-02-01 00:00;59,564999;60,646000;743,960022;0,453400;0,448900;0,451200;;;0,453400;0,448900;0,438100
2023-01-31 00:00;58,535000;60,953999;743,880005;0,455700;0,451200;0,453400;;;0,455700;0,451200;0,418600
2023-01-30 00:00;56,507999;59,823002;743,830017;0,447200;0,442800;0,445000;;;0,447200;0,442800;0,424800
2023-01-29 00:00;56,582001;55,000000;743,780029;0,411100;0,407000;0,409100;;;0,411100;0,407000;0,425100
2023-01-28 00:00;56,582001;58,943001;743,780029;0,440600;0,436200;0,438400;;;0,440600;0,436200;0,425100
2023-01-27 00:00;59,945000;56,344002;743,780029;0,421200;0,417000;0,419100;;;0,421200;0,417000;0,419200
2023-01-26 00:00;59,917000;61,195000;743,830017;0,457500;0,452900;0,455200;;0,416900;0,457500;0,416900;0,431700
2023-01-25 00:00;62,539001;61,869999;743,809998;0,462500;0,457900;0,460200;0,485900;;0,485900;0,457900;0,441100
2023-01-24 00:00;69,272003;61,851002;743,989990;0,462500;0,457900;0,460200;;;0,462500;0,457900;0,498900
2023-01-23 00:00;66,751999;69,319000;743,929993;0,518300;0,513100;0,515700;0,538200;0,462400;0,538200;0,462400;0,512400
2023-01-22 00:00;67,111000;73,950996;743,909973;0,552900;0,547400;0,550100;0,572400;;0,572400;0,547400;0,512700
2023-01-21 00:00;67,111000;70,792999;743,909973;0,529300;0,524000;0,526600;0,529100;;0,529300;0,524000;0,512700
2023-01-20 00:00;62,562000;67,188004;743,909973;0,502300;0,497300;0,499800;0,528000;;0,528000;0,497300;0,459600
2023-01-19 00:00;63,831001;65,091003;743,979980;0,486700;0,481800;0,484300;0,507600;;0,507600;0,481800;0,465800
2023-01-18 00:00;59,400002;62,904999;743,989990;0,470400;0,465700;0,468000;0,497700;;0,497700;0,465700;0,450900
2023-01-17 00:00;58,262001;55,009998;743,859985;0,411200;0,407200;0,409200;;;0,411200;0,407200;0,420600
2023-01-16 00:00;66,125000;58,098000;743,919983;0,434400;0,430000;0,432200;;;0,434400;0,430000;0,475800
2023-01-15 00:00;65,488998;66,000000;743,869995;0,493400;0,488500;0,491000;;;0,493400;0,488500;0,470200
2023-01-14 00:00;65,488998;63,316002;743,869995;0,473300;0,468600;0,471000;;;0,473300;0,468600;0,470200
2023-01-13 00:00;67,752998;69,046997;743,869995;0,516200;0,511100;0,513600;;;0,516200;0,511100;0,489600
2023-01-12 00:00;66,168999;57,637001;743,849976;0,430900;0,426600;0,428700;;;0,430900;0,426600;0,484400
2023-01-11 00:00;70,349998;66,014000;743,750000;0,493400;0,488500;0,491000;;0,297700;0,493400;0,297700;0,497200
2023-01-10 00:00;72,574997;72,264999;743,750000;0,540200;0,534800;0,537500;;;0,540200;0,534800;0,538500
2023-01-09 00:00;72,383003;74,135002;743,739990;0,554100;0,548600;0,551400;0,587900;;0,587900;0,548600;0,494100
2023-01-08 00:00;70,500999;68,317001;743,700012;0,510600;0,505500;0,508100;;;0,510600;0,505500;0,479400
2023-01-07 00:00;70,500999;63,967999;743,700012;0,478100;0,473400;0,475700;;;0,478100;0,473400;0,479400
2023-01-06 00:00;67,529999;71,108002;743,700012;0,531500;0,526200;0,528800;0,541000;0,454200;0,541000;0,454200;0,498500
2023-01-05 00:00;67,745003;70,245003;743,729980;0,525000;0,519800;0,522400;0,594800;;0,594800;0,519800;0,469400
2023-01-04 00:00;73,414001;65,538002;743,739990;0,489900;0,485000;0,487400;;0,223100;0,489900;0,223100;0,512300
2023-01-03 00:00;77,459000;73,762001;743,700012;0,551300;0,545800;0,548600;;;0,551300;0,545800;0,492500
2023-01-02 00:00;77,297997;74,204002;743,739990;0,554600;0,549100;0,551900;;;0,554600;0,549100;0,474700
2023-01-01 00:00;77,297997;63,528999;743,650024;0,474800;0,470100;0,472400;;;0,474800;0,470100;0,474600
2022-12-31 00:00;77,298000;70,081000;743,650000;0,523800;0,518600;0,521200;;;0,523800;0,518600;0,474600
2022-12-30 00:00;82,806000;75,892000;743,650000;0,567200;0,561600;0,564400;0,669100;;0,669100;0,561600;0,593300
2022-12-29 00:00;79,118000;80,354000;743,650000;0,600500;0,594600;0,597600;;0,586000;0,600500;0,586000;0,573300
2022-12-28 00:00;83,935000;76,406000;743,650000;0,571000;0,565400;0,568200;;0,550700;0,571000;0,550700;0,619500
2022-12-27 00:00;83,707000;81,047000;743,660000;0,605700;0,599700;0,602700;;;0,605700;0,599700;0,614900
2022-12-26 00:00;83,707000;79,094000;743,640000;0,591100;0,585200;0,588200;;;0,591100;0,585200;0,614900
2022-12-25 00:00;83,707000;75,601000;743,640000;0,565000;0,559400;0,562200;;;0,565000;0,559400;0,614900
2022-12-24 00:00;83,707000;81,632000;743,640000;0,610100;0,604000;0,607000;;0,535800;0,610100;0,535800;0,614900
2022-12-23 00:00;92,645000;84,351000;743,640000;0,630400;0,624100;0,627300;0,661700;;0,661700;0,624100;0,676600
2022-12-22 00:00;99,739000;86,392000;743,670000;0,645700;0,639300;0,642500;;0,575200;0,645700;0,575200;0,722000
2022-12-21 00:00;105,924000;94,376000;743,800000;0,705500;0,698500;0,702000;0,728700;;0,728700;0,698500;0,782100
2022-12-20 00:00;110,192000;101,261000;743,880000;0,757000;0,749500;0,753300;;0,371900;0,757000;0,371900;0,801000
2022-12-19 00:00;122,159000;106,318000;743,820000;0,794800;0,786900;0,790800;;0,706800;0,794800;0,706800;0,906000
2022-12-18 00:00;123,633000;108,900000;743,790000;0,814000;0,805900;0,810000;;;0,814000;0,805900;0,906700
2022-12-17 00:00;123,633000;111,222000;743,790000;0,831400;0,823100;0,827300;;0,781400;0,831400;0,781400;0,906700
2022-12-16 00:00;137,789000;124,333000;743,790000;0,929400;0,920200;0,924800;0,943900;0,813100;0,943900;0,813100;1,010500
2022-12-15 00:00;134,996000;137,999000;743,870000;1,031700;1,021400;1,026500;;;1,031700;1,021400;0,989500
2022-12-14 00:00;142,674000;128,845000;743,920000;0,963300;0,953700;0,958500;1,040700;0,446400;1,040700;0,446400;1,040800
2022-12-13 00:00;139,479000;141,072000;743,910000;1,054700;1,044200;1,049400;1,069900;0,967100;1,069900;0,967100;1,027400
2022-12-12 00:00;142,141000;144,575000;743,790000;1,080700;1,070000;1,075300;1,128300;;1,128300;1,070000;1,050400
2022-12-11 00:00;141,242000;143,356000;743,790000;1,071600;1,060900;1,066300;1,487400;;1,487400;1,060900;1,040700
2022-12-10 00:00;141,242000;142,758000;743,790000;1,067100;1,056500;1,061800;;0,966900;1,067100;0,966900;1,040700
2022-12-09 00:00;153,864000;138,867000;743,790000;1,038000;1,027700;1,032900;;1,027700;1,038000;1,027700;1,098400
2022-12-08 00:00;147,344000;157,477000;743,820000;1,177200;1,165500;1,171300;1,184000;0,985600;1,184000;0,985600;1,097500
2022-12-07 00:00;138,800000;145,572000;743,820000;1,088200;1,077400;1,082800;;;1,088200;1,077400;1,029700
2022-12-06 00:00;138,230000;146,210000;743,800000;1,092900;1,082100;1,087500;1,152700;1,001500;1,152700;1,001500;1,016800
2022-12-05 00:00;136,449000;141,635000;743,690000;1,058600;1,048100;1,053300;1,189700;;1,189700;1,048100;0,997100
2022-12-04 00:00;135,757000;142,581000;743,730000;1,065700;1,055100;1,060400;;;1,065700;1,055100;0,989800
2022-12-03 00:00;135,757000;144,066000;743,730000;1,076800;1,066100;1,071500;1,106700;;1,106700;1,066100;0,989800
2022-12-02 00:00;147,509000;130,050000;743,730000;0,972100;0,962400;0,967200;;0,944700;0,972100;0,944700;1,080100
2022-12-01 00:00;147,052000;146,713000;743,730000;1,096600;1,085700;1,091100;1,081200;;1,096600;1,085700;1,070600
2022-11-30 00:00;134,362000;137,585000;743,660000;1,028300;1,018000;1,023200;1,085600;;1,085600;1,018000;0,986900
2022-11-29 00:00;125,856000;134,737000;743,670000;1,007000;0,997000;1,002000;1,044700;;1,044700;0,997000;0,919700
2022-11-28 00:00;123,349000;122,313000;743,670000;0,914200;0,905100;0,909600;;;0,914200;0,905100;0,916900
2022-11-27 00:00;121,959000;120,367000;743,650000;0,899600;0,890600;0,895100;;;0,899600;0,890600;0,903200
2022-11-26 00:00;121,959000;119,550000;743,650000;0,893500;0,884600;0,889000;;;0,893500;0,884600;0,903200
2022-11-25 00:00;124,716000;118,051000;743,650000;0,882300;0,873500;0,877900;;;0,882300;0,873500;0,913600
2022-11-24 00:00;126,273000;121,460000;743,690000;0,907800;0,898800;0,903300;0,927800;0,676900;0,927800;0,676900;0,932300
2022-11-23 00:00;117,124000;126,138000;743,700000;0,942800;0,933400;0,938100;;;0,942800;0,933400;0,863300
2022-11-22 00:00;117,838000;115,442000;743,770000;0,862900;0,854300;0,858600;0,966700;;0,966700;0,854300;0,858400
2022-11-21 00:00;110,975000;116,608000;743,770000;0,871600;0,863000;0,867300;0,892300;;0,892300;0,863000;0,816300
2022-11-20 00:00;110,821000;111,933000;743,850000;0,836800;0,828400;0,832600;;;0,836800;0,828400;0,808500
2022-11-19 00:00;110,821000;110,730000;743,850000;0,827800;0,819500;0,823700;;;0,827800;0,819500;0,808500
2022-11-18 00:00;105,504000;112,986000;743,850000;0,844600;0,836200;0,840400;;;0,844600;0,836200;0,764300
2022-11-17 00:00;113,031000;100,559000;743,830000;0,751700;0,744200;0,748000;0,892400;;0,892400;0,744200;0,808400
2022-11-16 00:00;119,843000;110,442000;743,860000;0,825600;0,817400;0,821500;;;0,825600;0,817400;0,881600
2022-11-15 00:00;105,617000;123,528000;743,880000;0,923500;0,914300;0,918900;;;0,923500;0,914300;0,779000
2022-11-14 00:00;77,662000;109,202000;743,820000;0,816300;0,808200;0,812300;;;0,816300;0,808200;0,560500
2022-11-13 00:00;70,443000;90,075000;743,840000;0,673400;0,666700;0,670000;;;0,673400;0,666700;0,519500
2022-11-12 00:00;70,443000;74,350000;743,840000;0,555800;0,550300;0,553000;;;0,555800;0,550300;0,519500
2022-11-11 00:00;89,510000;74,025000;743,840000;0,553400;0,547900;0,550600;;;0,553400;0,547900;0,634700
2022-11-10 00:00;97,864000;85,948000;743,810000;0,642500;0,636100;0,639300;;;0,642500;0,636100;0,699100
2022-11-09 00:00;85,724000;95,145000;743,820000;0,711200;0,704200;0,707700;;;0,711200;0,704200;0,628100
2022-11-08 00:00;59,728000;76,614000;743,780000;0,572700;0,567000;0,569800;;;0,572700;0,567000;0,434400
2022-11-07 00:00;60,686000;54,124000;743,930000;0,404700;0,400600;0,402600;;;0,404700;0,400600;0,448200
2022-11-06 00:00;57,082000;62,358000;744,190000;0,466400;0,461700;0,464100;;;0,466400;0,461700;0,429000
2022-11-05 00:00;57,082000;64,534000;744,190000;0,482700;0,477900;0,480300;;;0,482700;0,477900;0,429000
2022-11-04 00:00;79,144000;82,030000;744,190000;0,613500;0,607400;0,610500;;;0,613500;0,607400;0,566100
2022-11-03 00:00;44,378000;91,284000;744,330000;0,682800;0,676100;0,679500;0,643800;;0,682800;0,676100;0,334300
2022-11-02 00:00;32,646000;39,679000;744,310000;0,296800;0,293900;0,295300;1,115300;;1,115300;0,293900;0,219300
2022-11-01 00:00;42,485000;20,479000;744,380000;0,153200;0,151700;0,152400;;0,089300;0,153200;0,089300;0,292100
2022-10-31 00:00;34,175000;45,219000;744,440000;0,338300;0,334900;0,336600;;0,007400;0,338300;0,007400;0,260600
2022-10-30 00:00;32,257000;56,011000;744,230000;0,418900;0,414800;0,416900;;;0,418900;0,414800;0,236900
2022-10-29 00:00;32,257000;40,864000;744,230000;0,305600;0,302600;0,304100;;;0,305600;0,302600;0,236900
2022-10-28 00:00;40,669000;29,751000;744,230000;0,222500;0,220300;0,221400;;0,216800;0,222500;0,216800;0,280100
2022-10-27 00:00;50,681000;31,449000;743,870000;0,235100;0,232800;0,233900;;;0,235100;0,232800;0,369400
2022-10-26 00:00;43,596000;49,296000;743,810000;0,368500;0,364800;0,366700;;0,141700;0,368500;0,141700;0,296800
2022-10-25 00:00;34,492000;40,666000;743,870000;0,304000;0,301000;0,302500;;0,150300;0,304000;0,150300;0,241600
2022-10-24 00:00;53,249000;20,602000;743,850000;0,154000;0,152500;0,153200;;0,074400;0,154000;0,074400;0,358900
2022-10-23 00:00;50,626000;12,588000;743,820000;0,094100;0,093200;0,093600;;;0,094100;0,093200;0,343600
2022-10-22 00:00;50,626000;26,989000;743,820000;0,201800;0,199700;0,200700;;0,029900;0,201800;0,029900;0,343600
2022-10-21 00:00;64,814000;63,141000;743,820000;0,472000;0,467300;0,469700;;0,153000;0,472000;0,153000;0,474400
2022-10-20 00:00;73,802000;63,216000;743,890000;0,472600;0,467900;0,470300;0,721400;0,297700;0,721400;0,297700;0,524100
2022-10-19 00:00;62,341000;66,529000;743,900000;0,497400;0,492400;0,494900;;;0,497400;0,492400;0,451700
2022-10-18 00:00;63,152000;55,841000;743,930000;0,417500;0,413300;0,415400;;0,394300;0,417500;0,394300;0,462100
2022-10-17 00:00;75,728000;57,571000;743,790000;0,430300;0,426100;0,428200;;0,297500;0,430300;0,297500;0,537700
2022-10-16 00:00;75,759000;74,338000;743,780000;0,555700;0,550100;0,552900;;;0,555700;0,550100;0,524800
2022-10-15 00:00;75,759000;70,133000;743,780000;0,524200;0,519000;0,521600;;;0,524200;0,519000;0,524800
2022-10-14 00:00;100,961000;77,164000;743,780000;0,576800;0,571100;0,573900;;;0,576800;0,571100;0,731800
2022-10-13 00:00;108,707000;110,683000;743,850000;0,827400;0,819200;0,823300;;;0,827400;0,819200;0,784100
2022-10-12 00:00;111,583000;108,733000;743,990000;0,813000;0,804900;0,809000;;;0,813000;0,804900;0,795000
2022-10-11 00:00;110,576000;113,113000;743,900000;0,845700;0,837200;0,841400;;;0,845700;0,837200;0,784400
2022-10-10 00:00;125,097000;101,756000;743,840000;0,760700;0,753100;0,756900;;;0,760700;0,753100;0,887600
2022-10-09 00:00;120,613000;81,059000;743,810000;0,605900;0,599900;0,602900;;;0,605900;0,599900;0,875100
2022-10-08 00:00;120,613000;52,413000;743,810000;0,391800;0,387900;0,389900;;;0,391800;0,387900;0,875100
2022-10-07 00:00;120,578000;117,974000;743,810000;0,881900;0,873100;0,877500;;;0,881900;0,873100;0,909000
2022-10-06 00:00;90,123000;126,559000;743,900000;0,946200;0,936800;0,941500;;;0,946200;0,936800;0,683400
2022-10-05 00:00;119,772000;82,244000;743,880000;0,614900;0,608700;0,611800;;;0,614900;0,608700;0,797800
2022-10-04 00:00;147,942000;117,112000;743,740000;0,875400;0,866700;0,871000;;0,371900;0,875400;0,371900;1,047800
2022-10-03 00:00;167,210000;141,581000;743,660000;1,058100;1,047600;1,052900;;;1,058100;1,047600;1,220300
2022-10-02 00:00;168,168000;157,742000;743,650000;1,178900;1,167200;1,173000;;;1,178900;1,167200;1,223900
2022-10-01 00:00;168,168000;165,000000;743,650000;1,233200;1,220900;1,227000;;;1,233200;1,220900;1,223900
